,Category,Title
1152,Psychologists,#1139 – Jordan Peterson
1153,Psychologists,#1099 – Christopher Ryan
1154,Psychologists,#1070 – Jordan Peterson
1155,Psychologists,#1051 – Duncan Trussell & Christopher Ryan
1156,Psychologists,"#1006 – Jordan Peterson, Bret Weinstein"
1157,Psychologists,#985 – Gad Saad
1158,Psychologists,#958 – Jordan Peterson
1159,Psychologists,#913 – Christopher Ryan
1160,Psychologists,#877 – Jordan Peterson
1161,Race Car Drivers,#1196 – Dale Earnhardt Jr.
1162,Race Car Drivers,#1065 – Danica Patrick
1163,Rappers,#1382 – RZA & Donnell Rawlings
1164,Rappers,#1346 – Zuby
1165,Rappers,#1339 – Everlast
1166,Rappers,#1306 – Wiz Khalifa
1167,Rappers,#1285 – B-Real
1168,Rappers,#1230 – Killer Mike
1169,Rappers,#1180 – Everlast
1170,Rappers,#1174 – Vinnie Paz
1171,Rappers,#964 – Everlast
1172,Scientists,#1513 – Andrew Huberman
1173,Scientists,#1494 – Bret Weinstein
1174,Scientists,#1474 – Dr. Rhonda Patrick
1175,Scientists,#1455 – Lex Fridman
1176,Scientists,#1453 – Eric Weinstein
1177,Scientists,#1451 – Dr. Peter Hotez
1178,Scientists,#1439 – Michael Osterholm
1179,Scientists,#1432 – Aubrey de Grey
1180,Scientists,#1428 – Brian Greene
1181,Scientists,#1425 – Garrett Reisman
1182,Scientists,#1422 – Lex Fridman
1183,Scientists,#1385 – Paul Stamets
1184,Scientists,#1366 – Richard Dawkins
1185,Scientists,#1352 – Sean Carroll
1186,Scientists,#1349 – David Sinclair
1187,Scientists,#1347 – Neil deGrasse Tyson
1188,Scientists,#1344 – Joseph LeDoux
1189,Scientists,#1320 – Eric Weinstein
1190,Scientists,#1315 – Bob Lazar & Jeremy Corbell
1191,Scientists,#1292 – Lex Fridman
1192,Scientists,#1274 – Nicholas Christakis
1193,Scientists,#1267 – Gary Taubes & Stephan Guyenet
1194,Scientists,#1261 – Peter Hotez
1195,Scientists,#1234 – David Sinclair
1196,Scientists,#1233 – Brian Cox
1197,Scientists,#1216 – Sir Roger Penrose
1198,Scientists,#1211 – Dr. Ben Goertzel
1199,Scientists,#1203 – Eric Weinstein
1200,Scientists,#1188 – Lex Fridman
1201,Scientists,#1178 – Dr. Rhonda Patrick
1202,Scientists,#1176 – Dom D’Agostino & Dr. Layne Norton
1203,Scientists,#1159 – Neil deGrasse Tyson
1204,Scientists,#1151 – Sean Carroll
1205,Scientists,#1136 – Hamilton Morris
1206,Scientists,#1133 – Dennis McKenna
1207,Scientists,#1130 – Adam Frank
1208,Scientists,#1124 – Robert Schoch
1209,Scientists,#1109 – Matthew Walker
1210,Scientists,#1081 – Bret Weinstein & Heather Heying
1211,Scientists,#1073 – Steven Pinker
1212,Scientists,#1055 – Bret Weinstein
1213,Scientists,#1035 – Paul Stamets
1214,Scientists,#1022 – Eric Weinstein
1215,Scientists,#1003 – Sean Carroll
1216,Scientists,#996 – Dr. Andy Galpin
1217,Scientists,#994 – Dom D’Agostino
1218,Scientists,#984 – Yvette d’Entremont
1219,Scientists,#970 – Bret Weinstein
1220,Scientists,#946 – Dennis McKenna
1221,Scientists,#938 – Lawrence Krauss
1222,Scientists,#919 – Neil deGrasse Tyson
1223,Scientists,#901 – Dr. Rhonda Patrick
1224,Scientists,#862 – Trevor Valle
1225,Astrophysicists,#1347 – Neil deGrasse Tyson
1226,Astrophysicists,#1159 – Neil deGrasse Tyson
1227,Astrophysicists,#1130 – Adam Frank
1228,Astrophysicists,#919 – Neil deGrasse Tyson
1229,Biologists,#1494 – Bret Weinstein
1230,Biologists,#1403 – Forrest Galante
1231,Biologists,#1366 – Richard Dawkins
1232,Biologists,#1349 – David Sinclair
1233,Biologists,#1240 – Forrest Galante
1234,Biologists,#1234 – David Sinclair
1235,Biologists,#1081 – Bret Weinstein & Heather Heying
1236,Biologists,#1055 – Bret Weinstein
1237,Biologists,"#1006 – Jordan Peterson, Bret Weinstein"
1238,Biologists,#970 – Bret Weinstein
1239,Cosmologists,#1352 – Sean Carroll
1240,Cosmologists,#1347 – Neil deGrasse Tyson
1241,Cosmologists,#1233 – Brian Cox
1242,Cosmologists,#1216 – Sir Roger Penrose
1243,Cosmologists,#1159 – Neil deGrasse Tyson
1244,Cosmologists,#1151 – Sean Carroll
1245,Cosmologists,#1130 – Adam Frank
1246,Cosmologists,#938 – Lawrence Krauss
1247,Cosmologists,#919 – Neil deGrasse Tyson
1248,Physicists,#1428 – Brian Greene
1249,Physicists,#1352 – Sean Carroll
1250,Physicists,#1347 – Neil deGrasse Tyson
1251,Physicists,#1233 – Brian Cox
1252,Physicists,#1216 – Sir Roger Penrose
1253,Physicists,#1159 – Neil deGrasse Tyson
1254,Physicists,#1151 – Sean Carroll
1255,Physicists,#1130 – Adam Frank
1256,Physicists,#1003 – Sean Carroll
1257,Physicists,#938 – Lawrence Krauss
1258,Physicists,#919 – Neil deGrasse Tyson
1259,Skeptics,#1456 – Michael Shermer
1260,Skeptics,#1308 – Eddie Bravo
1261,Skeptics,#1255 – Alex Jones Returns!
1262,Skeptics,#1222 – Michael Shermer
1263,Skeptics,JRE MMA Show #40 – Eddie Bravo
1264,Skeptics,#1068 – Michael Shermer
1265,Skeptics,JRE MMA Show #6 – Eddie Bravo
1266,Skeptics,#1052 – Mick West
1267,Skeptics,#991 – Eddie Bravo
1268,Skeptics,"#961 – Graham Hancock, Randall Carlson, Michael Shermer"
1269,Skeptics,#959 – Mick West
1270,Skeptics,"#948 – Brendan Schaub, Eddie Bravo"
1271,Skeptics,"#890 – Fight Breakdown w/ Eddie Bravo, Brendan Schaub"
1272,Skeptics,#846 – Michael Shermer
1273,"
",#1456 – Michael Shermer
1274,"
",#1308 – Eddie Bravo
1275,"
",#1255 – Alex Jones Returns!
1276,"
",#1222 – Michael Shermer
1277,"
",JRE MMA Show #40 – Eddie Bravo
1278,"
",#1068 – Michael Shermer
1279,"
",JRE MMA Show #6 – Eddie Bravo
1280,"
",#1052 – Mick West
1281,"
",#991 – Eddie Bravo
1282,"
","#961 – Graham Hancock, Randall Carlson, Michael Shermer"
1283,"
",#959 – Mick West
1284,"
","#948 – Brendan Schaub, Eddie Bravo"
1285,"
","#890 – Fight Breakdown w/ Eddie Bravo, Brendan Schaub"
1286,"
",#846 – Michael Shermer
1287,,#1456 – Michael Shermer
1288,,#1308 – Eddie Bravo
1289,,#1255 – Alex Jones Returns!
1290,,#1222 – Michael Shermer
1291,,JRE MMA Show #40 – Eddie Bravo
1292,,#1068 – Michael Shermer
1293,,JRE MMA Show #6 – Eddie Bravo
1294,,#1052 – Mick West
1295,,#991 – Eddie Bravo
1296,,"#961 – Graham Hancock, Randall Carlson, Michael Shermer"
1297,,#959 – Mick West
1298,,"#948 – Brendan Schaub, Eddie Bravo"
1299,,"#890 – Fight Breakdown w/ Eddie Bravo, Brendan Schaub"
1300,,#846 – Michael Shermer
1301,TV Hosts,#1519 – Mike Baker
1302,TV Hosts,#1507 – Bob Saget
1303,TV Hosts,#1498 – Jon Stewart
1304,TV Hosts,#1413 – Bill Maher
1305,TV Hosts,#1403 – Forrest Galante
1306,TV Hosts,#1343 – Penn Jillette
1307,TV Hosts,#1341 – Steven Rinella
1308,TV Hosts,#1329 – Brian Moses
1309,TV Hosts,#1316 – Abby Martin
1310,TV Hosts,#1314 – Charlamagne tha God & Andrew Schulz
1311,TV Hosts,#1282 – Adam Conover
1312,TV Hosts,#1281 – Tom Papa
1313,TV Hosts,#1265 – Andrew Schulz
1314,TV Hosts,#1240 – Forrest Galante
1315,TV Hosts,#1210 – Tom Papa
1316,TV Hosts,#1204 – Steven Rinella
1317,TV Hosts,#1198 – Derren Brown
1318,TV Hosts,#1165 – Tom Papa
1319,TV Hosts,#1136 – Hamilton Morris
1320,TV Hosts,#1129 – Tom Papa
1321,TV Hosts,#1106 – Colion Noir
1322,TV Hosts,#1062 – Dan Harris & Jeff Warren
1323,TV Hosts,#1061 – Tom Papa
1324,TV Hosts,#1011 – Tom Papa
1325,TV Hosts,#971 – Steven Rinella
1326,TV Hosts,#966 – Tom Papa
1327,TV Hosts,#950 – Abby Martin
1328,TV Hosts,#949 – Josh Zepps
1329,TV Hosts,#927 – Tom Papa
1330,TV Hosts,#882 – Tom Papa
1331,TV Hosts,#881 – Lee Camp
1332,TV Hosts,#879 – Steven Rinella
1333,TV Hosts,#138 – Anthony Bourdain
1334,"
",#1519 – Mike Baker
1335,"
",#1507 – Bob Saget
1336,"
",#1498 – Jon Stewart
1337,"
",#1413 – Bill Maher
1338,"
",#1403 – Forrest Galante
1339,"
",#1343 – Penn Jillette
1340,"
",#1341 – Steven Rinella
1341,"
",#1329 – Brian Moses
1342,"
",#1316 – Abby Martin
1343,"
",#1314 – Charlamagne tha God & Andrew Schulz
1344,"
",#1282 – Adam Conover
1345,"
",#1281 – Tom Papa
1346,"
",#1265 – Andrew Schulz
1347,"
",#1240 – Forrest Galante
1348,"
",#1210 – Tom Papa
1349,"
",#1204 – Steven Rinella
1350,"
",#1198 – Derren Brown
1351,"
",#1165 – Tom Papa
1352,"
",#1136 – Hamilton Morris
1353,"
",#1129 – Tom Papa
1354,"
",#1106 – Colion Noir
1355,"
",#1062 – Dan Harris & Jeff Warren
1356,"
",#1061 – Tom Papa
1357,"
",#1011 – Tom Papa
1358,"
",#971 – Steven Rinella
1359,"
",#966 – Tom Papa
1360,"
",#950 – Abby Martin
1361,"
",#949 – Josh Zepps
1362,"
",#927 – Tom Papa
1363,"
",#882 – Tom Papa
1364,"
",#881 – Lee Camp
1365,"
",#879 – Steven Rinella
1366,"
",#138 – Anthony Bourdain
1367,,#1519 – Mike Baker
1368,,#1507 – Bob Saget
1369,,#1498 – Jon Stewart
1370,,#1413 – Bill Maher
1371,,#1403 – Forrest Galante
1372,,#1343 – Penn Jillette
1373,,#1341 – Steven Rinella
1374,,#1329 – Brian Moses
1375,,#1316 – Abby Martin
1376,,#1314 – Charlamagne tha God & Andrew Schulz
1377,,#1282 – Adam Conover
1378,,#1281 – Tom Papa
1379,,#1265 – Andrew Schulz
1380,,#1240 – Forrest Galante
1381,,#1210 – Tom Papa
1382,,#1204 – Steven Rinella
1383,,#1198 – Derren Brown
1384,,#1165 – Tom Papa
1385,,#1136 – Hamilton Morris
1386,,#1129 – Tom Papa
1387,,#1106 – Colion Noir
1388,,#1062 – Dan Harris & Jeff Warren
1389,,#1061 – Tom Papa
1390,,#1011 – Tom Papa
1391,,#971 – Steven Rinella
1392,,#966 – Tom Papa
1393,,#950 – Abby Martin
1394,,#949 – Josh Zepps
1395,,#927 – Tom Papa
1396,,#882 – Tom Papa
1397,,#881 – Lee Camp
1398,,#879 – Steven Rinella
1399,,#138 – Anthony Bourdain
1400,UFOs,#1510 – George Knapp & Jeremy Corbell
1401,UFOs,#1361 – Cmdr. David Fravor & Jeremy Corbell
1402,UFOs,#1351 – Dan Akroyd
1403,UFOs,#1315 – Bob Lazar & Jeremy Corbell
1404,UFOs,#1299 – Annie Jacobsen
1405,UFOs,#1029 – Tom DeLonge
1406,"
",#1510 – George Knapp & Jeremy Corbell
1407,"
",#1361 – Cmdr. David Fravor & Jeremy Corbell
1408,"
",#1351 – Dan Akroyd
1409,"
",#1315 – Bob Lazar & Jeremy Corbell
1410,"
",#1299 – Annie Jacobsen
1411,"
",#1029 – Tom DeLonge
1412,,#1510 – George Knapp & Jeremy Corbell
1413,,#1361 – Cmdr. David Fravor & Jeremy Corbell
1414,,#1351 – Dan Akroyd
1415,,#1315 – Bob Lazar & Jeremy Corbell
1416,,#1299 – Annie Jacobsen
1417,,#1029 – Tom DeLonge
1418,Writers,#1520 – Debra Soh
1419,Writers,#1515 – Dr. Bradley Garrett
1420,Writers,#1511 – Oliver Stone
1421,Writers,#1509 – Abigail Shrier
1422,Writers,#1475 – Bridget Phetasy
1423,Writers,#1456 – Michael Shermer
1424,Writers,#1427 – Melissa Chen
1425,Writers,#1415 – Bari Weiss
1426,Writers,#1370 – Brian Grazer
1427,Writers,#1367 – Bridget Phetasy
1428,Writers,#1351 – Dan Akroyd
1429,Writers,#1323 – Andy Ngo
1430,Writers,#1299 – Annie Jacobsen
1431,Writers,#1298 – Neal Brennan
1432,Writers,#1235 – Ben Greenfield
1433,Writers,#1228 – Bari Weiss
1434,Writers,#1222 – Michael Shermer
1435,Writers,#1215 – Ben O’Brien
1436,Writers,#1155 – Henry Rollins
1437,Writers,#1147 – Debra Soh
1438,Writers,#1120 – Ben Greenfield
1439,Writers,#1069 – Ben Greenfield
1440,Writers,#1068 – Michael Shermer
1441,Writers,#1053 – Neal Brennan
1442,Writers,#1020 – Amy Alkon
1443,Writers,#987 – Ben O’Brien
1444,Writers,"#961 – Graham Hancock, Randall Carlson, Michael Shermer"
1445,Writers,#906 – Henry Rollins
1446,Writers,#846 – Michael Shermer
1447,"
",#1520 – Debra Soh
1448,"
",#1515 – Dr. Bradley Garrett
1449,"
",#1511 – Oliver Stone
1450,"
",#1509 – Abigail Shrier
1451,"
",#1475 – Bridget Phetasy
1452,"
",#1456 – Michael Shermer
1453,"
",#1427 – Melissa Chen
1454,"
",#1415 – Bari Weiss
1455,"
",#1370 – Brian Grazer
1456,"
",#1367 – Bridget Phetasy
1457,"
",#1351 – Dan Akroyd
1458,"
",#1323 – Andy Ngo
1459,"
",#1299 – Annie Jacobsen
1460,"
",#1298 – Neal Brennan
1461,"
",#1235 – Ben Greenfield
1462,"
",#1228 – Bari Weiss
1463,"
",#1222 – Michael Shermer
1464,"
",#1215 – Ben O’Brien
1465,"
",#1155 – Henry Rollins
1466,"
",#1147 – Debra Soh
1467,"
",#1120 – Ben Greenfield
1468,"
",#1069 – Ben Greenfield
1469,"
",#1068 – Michael Shermer
1470,"
",#1053 – Neal Brennan
1471,"
",#1020 – Amy Alkon
1472,"
",#987 – Ben O’Brien
1473,"
","#961 – Graham Hancock, Randall Carlson, Michael Shermer"
1474,"
",#906 – Henry Rollins
1475,"
",#846 – Michael Shermer
1476,,#1520 – Debra Soh
1477,,#1515 – Dr. Bradley Garrett
1478,,#1511 – Oliver Stone
1479,,#1509 – Abigail Shrier
1480,,#1475 – Bridget Phetasy
1481,,#1456 – Michael Shermer
1482,,#1427 – Melissa Chen
1483,,#1415 – Bari Weiss
1484,,#1370 – Brian Grazer
1485,,#1367 – Bridget Phetasy
1486,,#1351 – Dan Akroyd
1487,,#1323 – Andy Ngo
1488,,#1299 – Annie Jacobsen
1489,,#1298 – Neal Brennan
1490,,#1235 – Ben Greenfield
1491,,#1228 – Bari Weiss
1492,,#1222 – Michael Shermer
1493,,#1215 – Ben O’Brien
1494,,#1155 – Henry Rollins
1495,,#1147 – Debra Soh
1496,,#1120 – Ben Greenfield
1497,,#1069 – Ben Greenfield
1498,,#1068 – Michael Shermer
1499,,#1053 – Neal Brennan
1500,,#1020 – Amy Alkon
1501,,#987 – Ben O’Brien
1502,,"#961 – Graham Hancock, Randall Carlson, Michael Shermer"
1503,,#906 – Henry Rollins
1504,,#846 – Michael Shermer
1505,YouTubers,#1496 – Colion Noir
1506,YouTubers,#1479 – David Pakman
1507,YouTubers,#1465 – Tim Pool
1508,YouTubers,JRE MMA Show #91 – Radio Rahim
1509,YouTubers,#1412 – Jimmy Dore
1510,YouTubers,#1373 – Kyle Kulinski
1511,YouTubers,#1311 – David Pakman
1512,YouTubers,"#1258 – Jack Dorsey, Vijaya Gadde & Tim Pool"
1513,YouTubers,#1156 – Jimmy Dore
1514,YouTubers,#1131 – Dave Rubin
1515,YouTubers,#1085 – Kyle Kulinski
1516,YouTubers,#1078 – Jimmy Dore
1517,YouTubers,#1071 – Steven Crowder & NotGay Jared
1518,YouTubers,#979 – Sargon of Akkad
1519,YouTubers,#917 – Steven Crowder
1520,"
",#1496 – Colion Noir
1521,"
",#1479 – David Pakman
1522,"
",#1465 – Tim Pool
1523,"
",JRE MMA Show #91 – Radio Rahim
1524,"
",#1412 – Jimmy Dore
1525,"
",#1373 – Kyle Kulinski
1526,"
",#1311 – David Pakman
1527,"
","#1258 – Jack Dorsey, Vijaya Gadde & Tim Pool"
1528,"
",#1156 – Jimmy Dore
1529,"
",#1131 – Dave Rubin
1530,"
",#1085 – Kyle Kulinski
1531,"
",#1078 – Jimmy Dore
1532,"
",#1071 – Steven Crowder & NotGay Jared
1533,"
",#979 – Sargon of Akkad
1534,"
",#917 – Steven Crowder
1535, ,#1496 – Colion Noir
1536, ,#1479 – David Pakman
1537, ,#1465 – Tim Pool
1538, ,JRE MMA Show #91 – Radio Rahim
1539, ,#1412 – Jimmy Dore
1540, ,#1373 – Kyle Kulinski
1541, ,#1311 – David Pakman
1542, ,"#1258 – Jack Dorsey, Vijaya Gadde & Tim Pool"
1543, ,#1156 – Jimmy Dore
1544, ,#1131 – Dave Rubin
1545, ,#1085 – Kyle Kulinski
1546, ,#1078 – Jimmy Dore
1547, ,#1071 – Steven Crowder & NotGay Jared
1548, ,#979 – Sargon of Akkad
1549, ,#917 – Steven Crowder
