,ID,Date,Title,Episode Link,Reference 1,Reference 1 Link,Reference 2,Referene 2 Link,Views,You Tube Link,Activists,Actors,Adventurers,AI,Artists,Athletes,Boxers,Kickboxers,Mixed Martial Artists,Powerlifters,Rock Climbers,Strongmen,Surfers,Triathletes,Ultramarathon Runners,Authors,Billionaires,Bodybuilders,Brazilian Jiu-Jitsu,Car Enthusiasts,CEOs,Chefs,Comedians,Debates,Directors,Documentary Filmmakers,Entrepreneurs,Health & Fitness,Historians,Hunters,Intellectual Dark Web,Journalists,Lawyers,Magicians,Mathematicians,Mentalists,Military Veterans,MMA Trainers/Coaches,Musicians,PhDs,Philosophers,Political Commentators,Politicians,Professional Wrestlers,Professors,Psychedelic Explorers,Psychologists,Race Car Drivers,Rappers,Scientists,Astrophysicists,Biologists,Cosmologists,Physicists,Skeptics,TV Hosts,UFOs,Writers,YouTubers,Category,Full Description,Tokenized,Title_Tokenized
1191,358,2013-05-13,Bert Kreischer,http://podcasts.joerogan.net/podcasts/bert-kreischer,@bertkreischer,https://twitter.com/bertkreischer,BertBertBert.com,http://www.bertbertbert.com/,112000.0,https://youtube.com/watch?v=9rMRDYnJh10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #358 - Bert Kreischer05.13.13
		#358. Bert Kreischer is a stand up comedian and also hosts Trip Flip on the Travel Channel as well as his own podcast called BertCast available on iTunes.		
		





00:00:00  / 
				2:56:14




To download: Right-Click and save target as.



SHARE

",JRE   Bert Kreischer Bert Kreischer is a stand up comedian and also hosts Trip Flip on the Travel Channel as well as his own podcast called BertCast available on iTunes   ,Bert Kreischer
1192,357,2013-05-09,Daniele Bolelli,http://podcasts.joerogan.net/podcasts/daniele-bolellihttpstwitter-comdbolelli,@DBolelli,https://twitter.com/DBolelli,DanieleBolelli.com,http://www.danielebolelli.com/,59000.0,https://youtube.com/watch?v=IkoT6-7drP0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #357 - Daniele Bolelli05.09.13
		#357. Daniele Bolelli is an Italian author, professor, and martial artist. His books include Create Your Own Religion and On the Warrior's Path and his podcast called The Drunken Taoist is available on iTunes.		
		





00:00:00  / 
				2:47:07




To download: Right-Click and save target as.



SHARE

",JRE   Daniele Bolelli Daniele Bolelli is an Italian author professor and martial artist His books include Create Your Own Religion and On the Warriors Path and his podcast called The Drunken Taoist is available on iTunes   ,Daniele Bolelli
1193,355,2013-05-07,Dom Irrera,http://podcasts.joerogan.net/podcasts/dom-irrera,@domirrera,https://twitter.com/domirrera,DomIrrera.com,http://www.domirrera.com/,37000.0,https://youtube.com/watch?v=HWkLKU0KlDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #355 - Dom Irrera05.07.13
		#355. Dom Irrera is a stand up comedian, and also hosts his own podcast called Dom Irrera Live from The Laugh Factory.		
		





00:00:00  / 
				2:20:35




To download: Right-Click and save target as.



SHARE

",JRE   Dom Irrera Dom Irrera is a stand up comedian and also hosts his own podcast called Dom Irrera Live from The Laugh Factory   ,Dom Irrera
1194,353,2013-04-29,Brian Redban,http://podcasts.joerogan.net/podcasts/brian-redban,@redban,http://twitter.com/redban,Deathsquad.tv,http://deathsquad.tv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #353 - Brian Redban04.29.13
		#353. Brian Redban is a stand-up comedian, and also runs the Deathsquad podcast network available on iTunes.		
		





00:00:00  / 
				2:59:47




To download: Right-Click and save target as.



SHARE

",JRE   Brian Redban Brian Redban is a standup comedian and also runs the Deathsquad podcast network available on iTunes   ,Brian Redban
1195,351,2013-04-23,Georges St. Pierre,http://podcasts.joerogan.net/podcasts/georges-st-pierre,@GeorgesStPierre,https://twitter.com/GeorgesStPierre,GSPofficial.com,http://www.gspofficial.com/,716000.0,https://youtube.com/watch?v=rmFsUV5ICKk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #351 - Georges St. Pierre04.23.13
		#351. Georges St. Pierre is a Canadian MMA fighter, and is also the UFC Welterweight Champion.		
		





00:00:00  / 
				1:13:49




To download: Right-Click and save target as.



SHARE

",JRE   Georges St Pierre Georges St Pierre is a Canadian MMA fighter and is also the UFC Welterweight Champion   ,Georges St Pierre
1196,349,2013-04-16,Greg Fitzsimmons,http://podcasts.joerogan.net/podcasts/greg-fitzsimmons,@GregFitzShow,https://twitter.com/GregFitzShow,GregFitzsimmons.com,http://www.gregfitzsimmons.com/,58000.0,https://youtube.com/watch?v=VXWCTCOYknQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #349 - Greg Fitzsimmons04.16.13
		#349. Greg Fitzsimmons is an American stand-up comedian. He also hosts his own podcast FitzDog Radio available on iTunes and every Monday on Sirius Howard 101.		
		





00:00:00  / 
				2:43:52




To download: Right-Click and save target as.



SHARE

",JRE   Greg Fitzsimmons Greg Fitzsimmons is an American standup comedian He also hosts his own podcast FitzDog Radio available on iTunes and every Monday on Sirius Howard    ,Greg Fitzsimmons
1197,356,2013-05-08,Dan Hardy,http://podcasts.joerogan.net/podcasts/dan-hardy,@danhardymma,https://twitter.com/danhardymma,DanHardyMMA.com,http://www.danhardymma.com/,262000.0,https://youtube.com/watch?v=Qcb_EDwQc_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #356 - Dan Hardy05.08.13
		#356. Dan Hardy is an English mixed martial arts fighter, who has fought previously in the UFC, as well as for Cage Force and Cage Warriors.		
		





00:00:00  / 
				2:22:16




To download: Right-Click and save target as.



SHARE

",JRE   Dan Hardy Dan Hardy is an English mixed martial arts fighter who has fought previously in the UFC as well as for Cage Force and Cage Warriors   ,Dan Hardy
1198,354,2013-04-30,"Ari Shaffir, Amy Schumer",http://podcasts.joerogan.net/podcasts/ari-shaffir-amy-schumer,@AriShaffir,https://twitter.com/AriShaffir,@AmySchumer,https://twitter.com/AmySchumer,257000.0,https://youtube.com/watch?v=rKf80WtsFjk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #354 - Ari Shaffir, Amy Schumer04.30.13
		#354. Ari Shaffir is a stand-up comedian and also hosts his own podcasts Ari Shaffir's Skeptic Tank and Punch Drunk, with Sam Tripoli and Jayson Thibault. Amy Schumer is a stand-up comedian and hosts her own show on Comedy Central called Inside Amy Schumer.






00:00:00  / 
				2:40:25




To download: Right-Click and save target as.



SHARE

",JRE   Ari Shaffir Amy Schumer Ari Shaffir is a standup comedian and also hosts his own podcasts Ari Shaffirs Skeptic Tank and Punch Drunk with Sam Tripoli and Jayson Thibault Amy Schumer is a standup comedian and hosts her own show on Comedy Central called Inside Amy Schumer   ,Ari Shaffir Amy Schumer
1199,352,2013-04-24,Tom Segura,http://podcasts.joerogan.net/podcasts/tom-segura,@tomsegura,http://www.twitter.com/tomsegura,TomSegura.com,http://www.tomsegura.com,186000.0,https://youtube.com/watch?v=tO2TXneMdUQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #352 - Tom Segura04.24.13
		#352. Tom Segura is a stand-up comedian, and hosts his own podcast with his wife, Christina Pazsitzky called Your Mom's House.		
		





00:00:00  / 
				1:59:14




To download: Right-Click and save target as.



SHARE

",JRE   Tom Segura Tom Segura is a standup comedian and hosts his own podcast with his wife Christina Pazsitzky called Your Moms House   ,Tom Segura
1200,350,2013-04-22,Tony Hinchcliffe,http://podcasts.joerogan.net/podcasts/tony-hinchcliffe,@TonyHinchcliffe,https://twitter.com/TonyHinchcliffe,TonyHinchcliffe.com,http://www.tonyhinchcliffe.com/,110000.0,https://youtube.com/watch?v=LHL9XtH3LuE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #350 - Tony Hinchcliffe04.22.13
		#350. Tony Hinchcliffe is an American stand-up comedian.  Tony also is a writer on the tv show The Burn with Jeff Ross






00:00:00  / 
				2:33:14




To download: Right-Click and save target as.



SHARE

",JRE   Tony Hinchcliffe Tony Hinchcliffe is an American standup comedian  Tony also is a writer on the tv show The Burn with Jeff Ross   ,Tony Hinchcliffe
1201,348,2013-04-15,"Steven Rinella, Bryan Callen, Cam Edwards",http://podcasts.joerogan.net/podcasts/steven-rinella-bryan-callen-cam-edwards,@stevenrinella,https://twitter.com/stevenrinella,Facebook Fan Page,http://www.facebook.com/StevenRinellaMeatEater,154000.0,https://youtube.com/watch?v=sY_5zs-47A0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #348 - Steven Rinella, Bryan Callen, Cam Edwards04.15.13
		#348. Steven Rinella is an outdoorsman, author, and television host. He currently hosts MeatEater on the Sportsman Channel. Bryan Callen is an actor, stand-up comedian, and host of his own podcasts: The Bryan Callen Show and the Ten Minute Podcast, with co-hosts Will Sasso and Chris D'Elia. Cam Edwards is the host of Cam and Company on the Sportsman Channel.		
		





00:00:00  / 
				2:54:58




To download: Right-Click and save target as.



SHARE

",JRE   Steven Rinella Bryan Callen Cam Edwards Steven Rinella is an outdoorsman author and television host He currently hosts MeatEater on the Sportsman Channel Bryan Callen is an actor standup comedian and host of his own podcasts The Bryan Callen Show and the Ten Minute Podcast with cohosts Will Sasso and Chris DElia Cam Edwards is the host of Cam and Company on the Sportsman Channel   ,Steven Rinella Bryan Callen Cam Edwards
1202,347,2013-04-12,Joey Diaz,http://podcasts.joerogan.net/podcasts/joey-diaz,@madflavor,http://www.twitter.com/madflavor,JoeyDiaz.net,http://joeydiaz.net/,423000.0,https://youtube.com/watch?v=L-POgaxl6vA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #347 - Joey Diaz04.12.13
		#347. Joey ""CoCo"" Diaz is a Cuban-American stand up comedian and actor. Joey also hosts his own podcast called The Church of What's Happening Now.






00:00:00  / 
				2:58:31




To download: Right-Click and save target as.



SHARE

",JRE   Joey Diaz Joey CoCo Diaz is a CubanAmerican stand up comedian and actor Joey also hosts his own podcast called The Church of Whats Happening Now   ,Joey Diaz
1203,345,2013-04-01,Bryan Callen,http://podcasts.joerogan.net/podcasts/bryan-callen,@bryancallen,http://twitter.com/bryancallen,BryanCallen.com,http://www.bryancallen.com,83000.0,https://youtube.com/watch?v=k65aHBrDrYk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #345 - Bryan Callen04.01.13
		#345. Bryan Callen is an actor, stand-up comedian, and host of his own podcasts: The Bryan Callen Show and The 10-Minute Podcast, with co-hosts Will Sasso and Chris D'Elia.		
		





00:00:00  / 
				




To download: Right-Click and save target as.



SHARE

",JRE   Bryan Callen Bryan Callen is an actor standup comedian and host of his own podcasts The Bryan Callen Show and The Minute Podcast with cohosts Will Sasso and Chris DElia   ,Bryan Callen
1204,343,2013-03-26,Bill Burr,http://podcasts.joerogan.net/podcasts/bill-burr,@billburr,http://twitter.com/billburr,BillBurr.com,http://www.billburr.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #343 - Bill Burr03.26.13
		#343. Bill Burr is an American standup comedian and also hosts his own podcast called The Monday Morning Podcast.		
		





00:00:00  / 
				2:58:00




To download: Right-Click and save target as.



SHARE

",JRE   Bill Burr Bill Burr is an American standup comedian and also hosts his own podcast called The Monday Morning Podcast   ,Bill Burr
1205,341,2013-03-20,Ben Hoffman,http://podcasts.joerogan.net/podcasts/ben-hoffman,@thebenshow,https://twitter.com/thebenshow,The Ben Show on Facebook,https://www.facebook.com/thebenshow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #341 - Ben Hoffman03.20.13
		#341. Ben Hoffman is a comedian and writer, currently starring in his own show on Comedy Central called The Ben Show.		
		





00:00:00  / 
				2:53:07




To download: Right-Click and save target as.



SHARE

",JRE   Ben Hoffman Ben Hoffman is a comedian and writer currently starring in his own show on Comedy Central called The Ben Show   ,Ben Hoffman
1206,339,2013-03-18,Jacob Ward,http://podcasts.joerogan.net/podcasts/jacob-ward,@_jacobward_,https://twitter.com/_jacobward_,PopSci.com,http://www.popsci.com,58000.0,https://youtube.com/watch?v=stb0v6ZXu9o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #339 - Jacob Ward03.18.13
		#339. Jacob Ward is the editor of Popular Science magazine.		
		





00:00:00  / 
				2:40:15




To download: Right-Click and save target as.



SHARE

",JRE   Jacob Ward Jacob Ward is the editor of Popular Science magazine   ,Jacob Ward
1207,346,2013-04-02,Douglas Rushkoff,http://podcasts.joerogan.net/podcasts/douglas-rushkoff,@rushkoff,https://twitter.com/rushkoff,Rushkoff.com,http://rushkoff.com,49000.0,https://youtube.com/watch?v=QHfOR-byUyU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #346 - Douglas Rushkoff04.02.13
		#346.  Douglas Rushkoff is an American media theorist, writer, columnist, lecturer, graphic novelist and documentarian. He is best known for his  advocacy of open source solutions to social problems, and also has written many book and society, media, and technology.  Rushkoff also had the first syndicated column in the New York Times on cyberculture.		
		





00:00:00  / 
				1:59:00




To download: Right-Click and save target as.



SHARE

",JRE   Douglas Rushkoff  Douglas Rushkoff is an American media theorist writer columnist lecturer graphic novelist and documentarian He is best known for his  advocacy of open source solutions to social problems and also has written many book and society media and technology  Rushkoff also had the first syndicated column in the New York Times on cyberculture   ,Douglas Rushkoff
1208,344,2013-03-30,"Stanley Krippner, Christopher Ryan",http://podcasts.joerogan.net/podcasts/stanley-krippner-christopher-ryan,Official Website of Stanley Krippner,http://stanleykrippner.weebly.com/,@ChrisRyanPhD,http://www.twitter.com/ChrisRyanPhD,103000.0,https://youtube.com/watch?v=V_k_AM2aljg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #344 - Stanley Krippner, Christopher Ryan03.30.13
		#344. Stanley Krippner is an American psychologist, and an executive faculty member and Professor of Prsychology at Saybrook university in San Francisco.  He has written many books covering topics such as psychology and shamanism, including ""The Voice of Rolling Thunder: A Medicine Man's Wisdom for Walking the Red Road"".  Christopher Ryan, PhD is a psychologist, speaker, and author of New York Times best seller ""Sex At Dawn""		
		





00:00:00  / 
				2:19:09




To download: Right-Click and save target as.



SHARE

",JRE   Stanley Krippner Christopher Ryan Stanley Krippner is an American psychologist and an executive faculty member and Professor of Prsychology at Saybrook university in San Francisco  He has written many books covering topics such as psychology and shamanism including The Voice of Rolling Thunder A Medicine Mans Wisdom for Walking the Red Road  Christopher Ryan PhD is a psychologist speaker and author of New York Times best seller Sex At Dawn   ,Stanley Krippner Christopher Ryan
1209,342,2013-03-25,Christopher Ryan,http://podcasts.joerogan.net/podcasts/christopher-ryan,@ChrisRyanPhD,https://twitter.com/ChrisRyanPhD,ChrisRyanPhD.com,http://www.chrisryanphd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #342 - Christopher Ryan03.25.13
		#342. Christopher Ryan, PhD is a psychologist, speaker, and author of New York Times bestseller Sex At Dawn.		
		





00:00:00  / 
				2:46:26




To download: Right-Click and save target as.



SHARE

",JRE   Christopher Ryan Christopher Ryan PhD is a psychologist speaker and author of New York Times bestseller Sex At Dawn   ,Christopher Ryan
1210,340,2013-03-19,"JD Kelley, aka “Wic”",http://podcasts.joerogan.net/podcasts/jd-aka-wic,@neuroaristocrat,https://twitter.com/neuroaristocrat,JD's Blog,http://collectedknowledge.blogspot.com,37000.0,https://youtube.com/watch?v=JJGDkl5vKZc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #340 - JD Kelley, aka “Wic”03.19.13
		#340. JD Kelley is an American physicist, also known as Wic on The Rogan Board.  He describes himself as a ""psychonautical physicist intent on exposing the beauty and art of scientific understanding.""		
		





00:00:00  / 
				2:46:50




To download: Right-Click and save target as.



SHARE

",JRE   JD Kelley aka Wic JD Kelley is an American physicist also known as Wic on The Rogan Board  He describes himself as a psychonautical physicist intent on exposing the beauty and art of scientific understanding   ,JD Kelley aka Wic
1211,338,2013-03-13,Shane Smith,http://podcasts.joerogan.net/podcasts/shane-smith,@shanesmith30,http://www.twitter.com/shanesmith30,Vice.com,http://www.vice.com,152000.0,https://youtube.com/watch?v=i2RCpvil-fs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #338 - Shane Smith03.13.13
		#338. Shane Smith is a Canadian-American journalist. He also is the co-founder and CEO of the international media company VICE.		
		





00:00:00  / 
				




To download: Right-Click and save target as.



SHARE

",JRE   Shane Smith Shane Smith is a CanadianAmerican journalist He also is the cofounder and CEO of the international media company VICE   ,Shane Smith
1212,337,2013-03-12,Justin Wren,http://podcasts.joerogan.net/podcasts/justin-wren,@JustinTheViking,https://twitter.com/JustinTheViking,FightFortheForgotten.com,http://www.fightfortheforgotten.com/,41000.0,https://youtube.com/watch?v=MWUDckvf2Lo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #337 - Justin Wren03.12.13
		#337.  Justin Wren is an American MMA fighter, formerly on the Ultimate Fighter.  He is currently on a 1-year mission helping the Pygmy people of the Democratic Republic of the Congo.  Learn more about his project here: FightFortheForgotten.com






00:00:00  / 
				1:40:40




To download: Right-Click and save target as.



SHARE

",JRE   Justin WrenJustin Wren is an American MMA fighter formerly on the Ultimate Fighter  He is currently on a year mission helping the Pygmy people of the Democratic Republic of the Congo  Learn more about his project here FightFortheForgottencom   ,Justin Wren
1213,335,2013-03-11,Bas Rutten,http://podcasts.joerogan.net/podcasts/bas-rutten,@BasRuttenMMA,http://twitter.com/BasRuttenMMA,BasRutten.com,http://www.basrutten.com/,999000.0,https://youtube.com/watch?v=MhXiCpQoWDo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #335 - Bas Rutten03.11.13
		#335. Bas Rutten is a retired MMA fighter and former UFC Heavyweight Champion.  He currently is the co-host of Inside MMA, and also runs Elite MMA gym in Thousand Oaks, CA.		
		





00:00:00  / 
				2:51:09




To download: Right-Click and save target as.



SHARE

",JRE   Bas Rutten Bas Rutten is a retired MMA fighter and former UFC Heavyweight Champion  He currently is the cohost of Inside MMA and also runs Elite MMA gym in Thousand Oaks CA   ,Bas Rutten
1214,333,2013-03-06,David Lee Roth,http://podcasts.joerogan.net/podcasts/david-lee-roth-brian-redban,@DavidLeeRoth,http://www.twitter.com/DavidLeeRoth,DavidLeeRoth.com,http://www.davidleeroth.com/,442000.0,https://youtube.com/watch?v=aiIHEyvjNdA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #333 - David Lee Roth03.06.13
		#333. David Lee Roth is the lead singer of multi-platnium hard rock band from Southern California, Van Halen. Roth also has spent time on the radio, as an actor, and was inducted into the Rock and Roll Hall of Fame in 2007.  He currently hosts the The Roth Show found on iTunes and YouTube.		
		





00:00:00  / 
				2:40:07




To download: Right-Click and save target as.



SHARE

",JRE   David Lee Roth David Lee Roth is the lead singer of multiplatnium hard rock band from Southern California Van Halen Roth also has spent time on the radio as an actor and was inducted into the Rock and Roll Hall of Fame in   He currently hosts the The Roth Show found on iTunes and YouTube   ,David Lee Roth
1215,331,2013-03-03,Dr. Steven Greer,http://podcasts.joerogan.net/podcasts/dr-steven-greer-brian-redban,@DrStevenGreer,https://twitter.com/DrStevenGreer,SiriusDisclosure.com,http://siriusdisclosure.com,2000000.0,https://youtube.com/watch?v=0gVLv5eg4Xg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #331 - Dr. Steven Greer03.03.13
		#331. Dr. Steven Greer is the founder of The Disclosure Project.  Dr. Greer also runs CSETI (Center for the Study of Extraterrestrial Intelligence) whose goal is to initiate contact with extraterrestrials.		
		





00:00:00  / 
				




To download: Right-Click and save target as.



SHARE

",JRE   Dr Steven Greer Dr Steven Greer is the founder of The Disclosure Project  Dr Greer also runs CSETI Center for the Study of Extraterrestrial Intelligence whose goal is to initiate contact with extraterrestrials   ,Dr Steven Greer
1216,329,2013-02-26,Duncan Trussell,http://podcasts.joerogan.net/podcasts/duncan-trussell-brian-redban,@duncantrussell,http://www.twitter.com/duncantrussell,DuncanTrussell.com,http://www.duncantrussell.com,285000.0,https://youtube.com/watch?v=7wpixVId0b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #329 - Duncan Trussell02.26.13
		#329. Duncan Trussell is a stand-up comedian, and host of his own podcast, The Duncan Trussell Family Hour.		
		





00:00:00  / 
				2:27:35




To download: Right-Click and save target as.



SHARE

",JRE   Duncan Trussell Duncan Trussell is a standup comedian and host of his own podcast The Duncan Trussell Family Hour   ,Duncan Trussell
1217,336,2013-03-12,Scott Sigler,http://podcasts.joerogan.net/podcasts/scott-sigler,@scottsigler,https://twitter.com/scottsigler,ScottSigler.com,http://www.scottsigler.com/,21000.0,https://youtube.com/watch?v=eGuwtdAcjOk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #336 - Scott Sigler03.12.13
		#336. Scott Sigler is an American author known for science fiction and horror books, such as Nocturnal, Ancestor, Infected and Contagious.  Before being published, Scott built an online audience by giving away his self-recorded audiobooks for free as podcasts on iTunes.		
		





00:00:00  / 
				1:48:45




To download: Right-Click and save target as.



SHARE

",JRE   Scott Sigler Scott Sigler is an American author known for science fiction and horror books such as Nocturnal Ancestor Infected and Contagious  Before being published Scott built an online audience by giving away his selfrecorded audiobooks for free as podcasts on iTunes   ,Scott Sigler
1218,334,2013-03-08,Dr. Amit Goswami,http://podcasts.joerogan.net/podcasts/dr-amit-goswami,@quantumactivist,https://twitter.com/quantumactivist,AmitGoswami.org,http://www.amitgoswami.org/,131000.0,https://youtube.com/watch?v=xzfSPK9eE_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #334 - Dr. Amit Goswami03.08.13
		#334. Amit Goswami, Ph. D. is a retired professor from the theoretical physics department of the University of Oregon in Eugene.  He has authored numerous books on the ideas and concepts surrounding quantum physics including, Quantum Mechanics, God is Not Dead, and The Self-Aware Universe.		
		





00:00:00  / 
				2:29:19




To download: Right-Click and save target as.



SHARE

",JRE   Dr Amit Goswami Amit Goswami Ph D is a retired professor from the theoretical physics department of the University of Oregon in Eugene  He has authored numerous books on the ideas and concepts surrounding quantum physics including Quantum Mechanics God is Not Dead and The SelfAware Universe   ,Dr Amit Goswami
1219,332,2013-03-05,Tom Segura,http://podcasts.joerogan.net/podcasts/tom-segura-brian-redban,@tomsegura,http://www.twitter.com/tomsegura,TomSegura.com,http://www.tomsegura.com,91000.0,https://youtube.com/watch?v=4BHAAD21K7M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #332 - Tom Segura03.05.13
		#332. Tom Segura is a stand-up comedian, and hosts his own podcast with his wife, Christina Pazsitzky called Your Mom's House.		
		





00:00:00  / 
				2:51:48




To download: Right-Click and save target as.



SHARE

",JRE   Tom Segura Tom Segura is a standup comedian and hosts his own podcast with his wife Christina Pazsitzky called Your Moms House   ,Tom Segura
1220,330,2013-02-27,Eddie Huang,http://podcasts.joerogan.net/podcasts/eddie-huang-brian-redban,@MrEddieHuang,https://twitter.com/MrEddieHuang,BaoHaus,http://www.baohausnyc.com/,127000.0,https://youtube.com/watch?v=5kW_BJ9d2d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #330 - Eddie Huang02.27.13
		#330. Eddie Huang is a food personality, former TED fellow,  and the owner of Baohaus in NYC’s Lower East Side.  Eddie also wrote a book called Fresh Off The Boat, and stars in his own VICE series of the same name.		
		





00:00:00  / 
				1:35:54




To download: Right-Click and save target as.



SHARE

",JRE   Eddie Huang Eddie Huang is a food personality former TED fellow  and the owner of Baohaus in NYCs Lower East Side  Eddie also wrote a book called Fresh Off The Boat and stars in his own VICE series of the same name   ,Eddie Huang
1221,328,2013-02-25,Dan Carlin,http://podcasts.joerogan.net/podcasts/dan-carlin-brian-redban,@dccommonsense,https://twitter.com/dccommonsense,DanCarlin.com,http://www.dancarlin.com/,387000.0,https://youtube.com/watch?v=nvqwztjcSNg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #328 - Dan Carlin02.25.13
		#328. Dan Carlin is an amateur historian and former radio talk show host.  Carlin now hosts two popular podcasts available on iTunes, or through his website, to download: Common Sense and Hardcore History.		
		





00:00:00  / 
				2:55:35




To download: Right-Click and save target as.



SHARE

",JRE   Dan Carlin Dan Carlin is an amateur historian and former radio talk show host  Carlin now hosts two popular podcasts available on iTunes or through his website to download Common Sense and Hardcore History   ,Dan Carlin
1222,327,2013-02-21,Dana White,http://podcasts.joerogan.net/podcasts/dana-white-brian-redban,@danawhite,https://twitter.com/danawhite,UFC.com,http://www.ufc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #327 - Dana White02.21.13
		#327. Dana White is a businessman, entrepreneur, and the president of the UFC.		
		





00:00:00  / 
				2:58:00




To download: Right-Click and save target as.



SHARE

",JRE   Dana White Dana White is a businessman entrepreneur and the president of the UFC   ,Dana White
1223,325,2013-02-19,James Thompson,http://podcasts.joerogan.net/podcasts/james-thompson-brian-redban,@JColossus,http://www.twitter.com/JColossus,ColossalCollective.com,http://www.colossalcollective.com,56000.0,https://youtube.com/watch?v=E39Ez358jcM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JRE #325 - James Thompson02.19.13
		#325. James “Colossus” Thompson is a mixed martial artist from England.  He has previously fought in Dream, Pride, the SFL.		
		





00:00:00  / 
				2:49:19




To download: Right-Click and save target as.



SHARE

",JRE   James Thompson James Colossus Thompson is a mixed martial artist from England  He has previously fought in Dream Pride the SFL   ,James Thompson
